subject_id,Parabacteroides_unclassified,Atopobium_parvulum,Ruminococcus_obeum,Acidaminococcus_unclassified,Ruminococcus_gnavus,Megasphaera_unclassified,Eubacterium_rectale,Bacteroides_vulgatus,Clostridium_hathewayi,Odoribacter_laneus,Peptostreptococcus_unclassified,Faecalibacterium_prausnitzii,Bacillus_subtilis,Alistipes_shahii,Ruminococcus_torques,Clostridium_leptum,Lachnospiraceae_bacterium_2_1_58FAA,Streptococcus_constellatus,Desulfovibrio_desulfuricans,Bacteroides_ovatus,Burkholderiales_bacterium_1_1_47,Acidaminococcus_fermentans,Granulicatella_unclassified,Escherichia_unclassified,Bifidobacterium_adolescentis,Megasphaera_elsdenii,Clostridium_innocuum,Megasphaera_micronuciformis,Eubacterium_ventriosum,Holdemania_filiformis,Turicibacter_sanguinis,Lachnospiraceae_bacterium_9_1_43BFAA,Parabacteroides_goldsteinii,Dorea_formicigenerans,Streptococcus_intermedius,Turicibacter_unclassified,Actinomyces_odontolyticus,Alistipes_putredinis,Parasutterella_excrementihominis,Lachnospiraceae_bacterium_8_1_57FAA,Lactobacillus_salivarius,Granulicatella_adiacens,Roseburia_inulinivorans,Lachnospiraceae_bacterium_3_1_46FAA,Rothia_dentocariosa,Bifidobacterium_dentium,Megamonas_hypermegale,Adlercreutzia_equolifaciens,Alistipes_indistinctus,Bacteroides_cellulosilyticus,Odoribacter_splanchnicus,Eubacterium_ramulus,Eubacterium_cylindroides,Roseburia_hominis,Bacteroides_uniformis,Clostridium_clostridioforme,Alistipes_unclassified,Streptococcus_mutans,Fusobacterium_nucleatum,Oscillibacter_unclassified,Pseudoflavonifractor_capillosus,Clostridium_scindens,Gemella_unclassified,Eggerthella_lenta,Clostridium_asparagiforme,Bacteroides_nordii,Eggerthella_unclassified,Coprobacter_fastidiosus,Paraprevotella_unclassified,Lachnospiraceae_bacterium_1_1_57FAA,Coprobacillus_unclassified,Blautia_hydrogenotrophica,Erysipelotrichaceae_bacterium_6_1_45,Flavonifractor_plautii,Alistipes_senegalensis,Clostridiaceae_bacterium_JC118,Ruminococcus_lactaris,Bifidobacterium_pseudocatenulatum,Barnesiella_intestinihominis,Lachnospiraceae_bacterium_5_1_63FAA,Ruminococcus_bromii,Bacteroides_finegoldii,Gemella_morbillorum,Bacteroides_fragilis,Ruminococcus_callidus,Odoribacter_unclassified,Lachnospiraceae_bacterium_5_1_57FAA,Eubacterium_sp_3_1_31,Megamonas_unclassified,Ruminococcus_sp_5_1_39BFAA,Parvimonas_unclassified,Enterobacter_cloacae,Bilophila_unclassified,Streptococcus_vestibularis,Haemophilus_parainfluenzae,Acidaminococcus_intestini,Fusobacterium_mortiferum,Rothia_mucilaginosa,Clostridium_symbiosum,Lachnospiraceae_bacterium_7_1_58FAA,Bifidobacterium_breve,Klebsiella_pneumoniae,Bacteroides_coprocola,Streptococcus_parasanguinis,Klebsiella_oxytoca,Alistipes_finegoldii,Parabacteroides_merdae,Megamonas_funiformis,Akkermansia_muciniphila,Paraprevotella_xylaniphila,Bacteroides_salyersiae,Erysipelotrichaceae_bacterium_2_2_44A,Parabacteroides_johnsonii,Eubacterium_hallii,Veillonella_dispar,Eubacterium_siraeum,Bacteroides_faecis,Bacteroides_dorei,Gemella_sanguinis,Dorea_unclassified,Collinsella_aerofaciens,Roseburia_intestinalis,Subdoligranulum_sp_4_3_54A2FAA,Streptococcus_thermophilus,Bacteroides_plebeius,Bifidobacterium_bifidum,Clostridium_bolteae,Clostridium_nexile,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Bifidobacterium_longum,Megamonas_rupellensis,Streptococcus_infantis,Mitsuokella_multacida,Clostridium_bartlettii,Dialister_invisus,Prevotella_stercorea,Bacteroides_massiliensis,Erysipelotrichaceae_bacterium_21_3,Gemella_haemolysans,Subdoligranulum_unclassified,Streptococcus_salivarius,Paraprevotella_clara,Streptococcus_anginosus,Bacteroides_xylanisolvens,Eubacterium_eligens,Veillonella_parvula,Citrobacter_freundii,Bacteroides_stercoris,Lachnospiraceae_bacterium_1_4_56FAA,Bacteroidales_bacterium_ph8,Coprococcus_comes,Olsenella_unclassified,Streptococcus_gordonii,Peptostreptococcaceae_noname_unclassified,Dorea_longicatena,Bacteroides_caccae,Anaerotruncus_colihominis,Ruminococcaceae_bacterium_D16,Streptococcus_mitis_oralis_pneumoniae,Anaerotruncus_unclassified,Catenibacterium_mitsuokai,Clostridiales_bacterium_1_7_47FAA,Anaerostipes_unclassified,Sutterella_wadsworthensis,Eubacterium_brachy,Fusobacterium_ulcerans,Bacteroides_clarus,Desulfovibrio_piger,Streptococcus_sanguinis,Phascolarctobacterium_succinatutens,Streptococcus_australis,Veillonella_atypica,Peptostreptococcus_stomatis,Solobacterium_moorei,Bilophila_wadsworthia,Streptococcus_cristatus,Bacteroides_thetaiotaomicron,Alistipes_onderdonkii,Klebsiella_unclassified,Anaerostipes_hadrus,Bacteroides_eggerthii,Blautia_producta,Prevotella_copri,Clostridium_citroniae,Veillonella_unclassified,Parabacteroides_distasonis,Eubacterium_biforme,Methanobrevibacter_smithii,Oribacterium_sinus,Coprococcus_catus,Bifidobacterium_animalis,Holdemania_unclassified,Clostridium_ramosum,Gordonibacter_pamelaeae,Parvimonas_micra,Roseburia_unclassified,Anaerostipes_caccae,Escherichia_coli,Brachyspira_unclassified,Butyricicoccus_pullicaecorum,Bacteroides_intestinalis,CRC
10037,0.0,0.0,0.00597,0.0,2.47269,1.14481,6.58736,17.69016,0.16283,0.0,0.0,3.41101,0.0,0.0,2.47917,3.14223,0.02607,0.0,0.0,0.00148,0.0,0.12219,0.02577,0.0,0.00035,0.0,0.0,0.0,0.0,0.20908,0.0,0.0,0.0,0.0,0.0,0.0,0.00519,0.0,0.0,0.0,0.0,0.00224,0.01778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27888,0.0,0.0,0.06829,0.22832,0.0,0.0,0.0,0.8311,0.0,0.02007,0.00116,0.35163,0.11804,0.0,0.64208,0.0,0.0,0.0,1.84788,0.0,0.0,0.55009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4494,0.0,0.0,0.0,0.00302,0.0,1.19373,0.03774,0.21555,0.19384,0.0,0.0,0.0,0.08314,0.0,0.0,0.0,0.07424,0.0,0.0,0.00331,0.0,0.0,0.0,0.0,0.0,0.0,0.06043,0.0,0.0,0.0,0.00391,0.0,0.00769,0.0,0.0,0.0,0.29586,0.0,0.0,2.42691,0.76167,0.0,0.00571,0.0,0.002,0.0,0.00982,0.0,0.0,0.0,0.04057,0.0,1.41566,0.10995,0.0,0.0,6.51011,0.0,0.02209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00596,0.0,0.0,0.17075,0.0,0.0,0.00565,0.41257,0.0,0.0,0.01174,6.22425,0.00243,0.01384,0.0,0.00875,0.03004,0.00114,9.21488,0.0,0.0,0.0,0.0,0.10985,0.0,0.04725,0.02961,23.0413,0.0,0.0,0.0,0.0,0.0,0.0,0.09658,0.0165,0.0,0.0,0.0,1.12283,0.0,0.0,0.0,0
10048,0.0,0.00585,1.84816,0.0,0.49364,0.0,0.53973,2.94942,0.0,0.0,0.0,10.88749,0.01869,0.0,0.74274,0.00686,0.2258,0.0,0.0,0.41448,0.0,0.0,0.00711,0.00364,11.60816,0.0,0.0,0.02092,0.26615,0.00037,0.0,0.0,0.0,0.18744,0.00264,0.0,0.00034,0.0,0.0,0.0,0.03953,0.0065,0.18223,0.00199,0.0072,0.22226,0.0,0.1516,0.0,0.135,0.0897,0.56606,0.0,0.00479,0.35463,0.0,0.0,0.01014,0.0,0.09429,0.0,0.0,0.00661,0.07811,0.0,0.0,0.07336,0.0,0.0,0.29395,0.0,0.01386,0.0,0.0,0.0,0.0,3.78588,1.08727,0.0,0.36815,1.75376,0.0,0.0,0.05406,0.01271,0.0,0.0,0.0,0.0,3.52802,0.0,0.01006,0.04411,0.0,1.09877,0.0,0.0,0.02143,0.0,0.0,0.0,0.0,0.0,0.68424,0.0,0.0,0.70815,0.0,0.00426,0.0,0.0,0.0,0.0,0.9583,0.03807,0.0,0.0,0.0,0.0,0.0,3.02775,0.23145,0.0,0.99986,8.22611,0.0,0.0,0.0,0.0,5.50213,0.0,0.0,0.0,0.0,0.38623,0.0,0.0,0.0,0.01264,1.75566,6.21709,0.0,0.0214,0.00346,5.24633,0.16378,0.0,1.23209,0.0,0.0,1.64368,0.0,0.0201,0.03689,0.35675,0.0,0.0,0.0,0.05789,0.0,1.71629,0.0,0.0,1.922,0.0,0.0,0.0,0.0,0.01195,0.0,0.02733,0.14755,0.0,0.00097,0.0,0.00138,0.03773,0.0,0.0,0.04126,0.0,0.0,0.0,0.0,1.04556,0.0,7.92165,0.0,0.0,0.77973,0.0,0.0,0.0,0.02426,0.0,0.08926,0.0,0.01656,0.0,0.0,0.0,0
10080,0.00433,0.00646,0.0,0.0,7.6393,0.0,0.0,0.0,0.0,0.0,0.0,2.56008,0.0,0.0,0.15803,0.0,0.00066,0.0,0.0,0.00048,0.0,0.06529,0.01537,0.11356,0.0,0.0,0.0,0.00041,0.07706,0.0,0.00439,0.00068,0.0,0.0,0.0,0.0,0.01947,0.0,0.0,0.0,0.0,0.02187,0.0,0.00094,0.00317,0.26267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01451,0.0,0.01422,1.75863,0.0,0.0,0.0,0.0,0.0,0.01546,0.0,0.0,0.1073,0.0,0.0,0.00261,0.50441,0.0,0.06021,0.0,0.0,0.0,0.0,18.84838,0.0,0.0,0.0,0.0,0.0,0.00753,0.0,0.0,0.0,0.0,0.0,0.0,0.00237,0.0,0.0,0.02548,2.92889,0.01711,2.43416,0.04746,0.0,0.0,0.0,0.0,0.0,0.79995,1.86142,0.0,0.0,0.0,0.0,0.0,0.0,0.01866,0.0,0.0,0.02006,0.0,0.0,0.0,0.02738,0.0,0.0,1.64057,0.0,4.58097,0.00035,18.89684,0.0,0.68036,0.0,15.51713,0.0,0.01667,0.0,0.04901,0.0,0.0,0.0,0.00155,0.00505,0.00443,3.96812,0.0,0.05105,0.00386,2.95908,0.20198,0.0,0.00626,0.0,0.0,0.0,0.0,0.01003,0.06398,0.0,0.0,0.0,0.0,0.02247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17231,0.0,0.08481,0.24043,0.0,0.02134,0.0,0.0,0.01568,0.511,0.68992,0.0,0.0,0.03854,0.0,0.0,1.40945,0.0025,0.0,0.0,0.01695,0.0,2.36379,0.0,0.54644,0.0,0.00015,0.0,0.0,3.43931,0.0,0.0,0.0,0
10106,0.0,0.0,0.95501,0.0,0.18907,0.0,0.0,2.88034,0.0,0.0,0.0,7.59683,0.04576,0.62453,0.75764,0.00205,0.07173,0.0,0.0,0.49472,0.0,0.0,0.03589,0.0618,4.35613,0.0,0.0,0.01441,0.19157,0.02241,0.0,0.0,0.00475,0.30998,0.00039,0.0,0.0,0.45147,0.0,0.0,0.0,0.00594,0.11662,0.02991,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.03638,0.0,0.09651,1.64029,0.0,0.0,0.00364,0.00098,0.18092,0.0,0.0,0.0,0.00026,0.0,0.05363,0.1359,0.0,0.0,0.06919,0.0,0.0,0.0,0.00817,0.0,0.0,0.81978,0.0,1.12611,0.24364,1.54188,0.0,0.0,0.28915,0.00136,0.00787,0.0,0.00222,0.0,0.71523,0.0,0.0,0.2971,3.39374,2.93833,0.0,0.0,0.02254,0.39897,0.07641,0.0,0.0,32.4609,1.38586,0.0,0.01237,2.68537,0.0,0.0,0.0,0.0,0.0,0.0,0.05164,0.0073,0.0,0.00117,0.0,0.02852,0.0,0.0,0.38925,0.0,0.0,5.64143,0.0,0.00965,0.0,0.0,0.72889,0.0,0.02976,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,1.11405,1.39912,0.0,0.01148,0.13265,7.81515,0.03013,0.0,3.7197,0.0,0.0,0.0,0.0,0.06446,0.0,0.81449,1.95439,0.0,0.0,0.06298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00226,4.00659,0.05998,0.09496,0.0,0.0,0.00798,0.00483,0.84967,0.0,0.00179,0.52369,0.0,0.0,0.0,0.00922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10257,0.0,0.0,0.0,0.0,0.0,0
10114,0.0,0.0,0.01358,3.00696,5.98988,3.72537,0.0,3.03974,0.01253,0.0,0.0,10.86448,0.0,0.0,0.17186,0.0,0.22916,0.0,0.0,3.18968,0.08584,0.0,0.0,0.16301,2.7937,1.05594,0.0,0.0,0.0,0.0,0.0,0.12322,0.0794,0.69722,0.0,0.00637,0.0,4.50642,0.06186,0.40594,0.0,0.0,0.03579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2921,0.03366,0.0,0.0,0.0,0.45205,0.0,0.0,0.0,0.31931,0.08455,0.0,1.00891,0.0,0.0,0.01424,0.78141,0.0,0.03901,0.19438,0.0,0.0,0.0,1.40503,0.0,0.30831,0.0,0.0,0.0,5.23206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32878,0.0,0.0,0.0,0.0,0.0,0.0,0.03419,0.0,0.0,0.0,0.00448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277,0.0,0.0,0.0,0.0,0.0,6.54878,0.0042,0.0,0.0,0.61283,0.0,0.0,0.0,0.0,0.01084,1.1608,0.0,1.97503,0.0,0.0,0.0,0.00838,6.89868,0.0,0.0,0.01536,0.0,1.48767,0.02453,0.0,0.0,0.16412,0.0,0.00212,0.0,11.29839,0.0,0.0,0.0,0.0,0.0,0.00803,0.97713,0.0,0.0,0.0,0.0,0.0,0.0,0.00613,0.00705,0.0,0.0,0.03986,0.0,0.0,0.0,0.0,0.00612,0.01431,0.0,0.0,0.00075,0.0,1.47203,0.0,0.0,0.02589,0.0,0.00511,0.0,0.02067,0.01027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13902,0.0,0.0,0.36611,0.0,1.8643,0.0,0.06766,0.0,0
10158,0.0,0.0,0.12633,1.9472,0.0,0.0,0.0,3.22899,0.00674,0.00025,0.0,5.84956,0.0,0.0,0.03358,0.2885,0.0,0.0,0.0,0.20159,0.04835,0.0,0.0,0.0,0.00897,0.0,0.0,0.0,0.14452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02739,0.0,0.0,0.0,2.30933,0.0,0.0,0.0,0.0,0.01906,0.0,0.0,0.8347,0.0,0.0,0.0,14.17377,0.0,0.67478,0.0,0.0,0.94902,0.00193,0.0,0.0,0.0,0.1227,0.0,0.00181,0.0,1.36376,0.0,0.0,0.0,0.0,0.40082,0.0,0.0,0.0,0.47649,2.4524,0.0,0.20623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3175,0.0,0.0,0.0,0.28463,0.0,0.056,0.0,0.0,0.0,0.0015,0.32486,0.0,0.0,0.00086,0.03559,0.0,0.02146,3.98655,0.0,0.00067,2.32672,0.0,0.0,0.0,0.02488,0.0,0.0,0.01396,1.46499,0.0,0.0,0.2421,2.7383,0.0,0.24976,4.69085,0.0,0.08652,0.0,0.0,0.29371,1.12076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.03425,0.01138,0.0,0.0,0.0741,4.06104,0.0,0.0,18.72611,0.01556,0.45499,0.0,0.0,0.0,0.0,0.2475,0.36858,0.02993,0.00185,0.0,0.0,0.0,0.0,0.0,3.98409,0.0,0.0,0.0177,0.22354,0.0,2.90753,0.00861,0.0,0.0,0.0,0.0,0.0,0.69022,0.44488,0.0,0.0,0.0,0.0,0.0,0.01003,0.00199,0.34782,1.63118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10200,1.4592,0.0,0.75886,0.0,0.0,0.0,2.56852,4.18795,0.0,0.12063,0.0,8.85208,0.023,1.76516,4.29596,0.0,0.01761,0.0,0.0,1.69292,0.50196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11213,0.12766,0.0,0.0,0.73517,0.30905,0.0,0.0,0.0,2.13905,0.92179,0.0,0.0,0.0,0.24326,0.04132,0.0,0.01037,0.0,0.16839,0.04374,0.77924,0.7031,0.11377,2.06559,0.62906,9.36938,0.0,0.0,0.0,0.0,0.31805,0.01735,0.0,0.0,0.0,0.0,0.0,0.0045,0.18115,0.0,0.36328,0.0,0.00648,0.0,0.02455,0.0,0.0,0.0,0.0,2.38075,0.04509,0.0,0.0,0.0,1.70313,0.06368,0.0,0.0,0.00169,0.0,1.40076,0.0,0.0,0.59372,0.0,0.59181,0.0,0.0,0.0,0.0,0.05291,0.02311,0.0,0.0,0.0,0.0,0.01251,0.0,0.0,0.66384,0.0,0.0,0.00055,0.0,0.49853,0.0,2.35874,0.0,12.62272,0.0,0.0,1.71472,0.65839,0.0,0.21382,0.0,0.0,0.05183,0.0,0.0,6.90425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53069,0.0,0.0,0.0,0.20821,0.0,0.0231,0.0,0.00146,0.1313,0.0193,0.37882,0.0,0.0,0.0,0.18641,0.0,0.0,0.02051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00239,0.0,0.01169,0.0,0.0,0.0,0.02501,0.0,1.61465,0.11585,0.0,0.04736,0.0,0.0,0.0,0.0,0.0,0.04352,0.0,0.25887,0.0,0.20211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93004,0.0,0.0,0.0,0
10212,0.0,0.0,0.99011,3.91786,0.55782,0.0,5.62973,0.09165,0.0,0.0,0.0,2.9433,0.0,0.0567,0.42247,0.00033,0.0,0.0,0.0,0.26371,0.7343,0.0,0.00979,0.0,2.95896,0.0,0.00028,0.0,0.44668,0.06209,0.00029,0.0,0.01922,0.09125,0.0,0.00137,0.00119,1.21751,0.79693,0.0,0.0,0.00231,1.87408,0.06788,0.0,0.0,0.0,0.05149,0.0,0.02767,0.08881,0.09094,0.0,0.17025,0.06163,0.0,0.0,0.0,0.0,0.87988,0.0,0.0,0.0,0.00021,0.00029,0.0,0.00052,0.0,0.0,0.057,0.0,0.0,0.00188,0.00549,0.02856,0.0,0.90108,0.0,0.11193,0.10874,2.40822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27517,0.0,0.0,0.08101,0.0,0.16148,0.0,0.0,0.22161,0.0,0.00837,0.0,0.0,23.61913,0.22941,0.0,0.0,0.38685,0.0,0.0,0.0,0.0,0.0,0.0,0.4215,0.01402,0.0,0.0,0.69077,0.0,0.0,2.51995,0.13849,0.0,0.03145,8.14201,1.3308,0.03003,0.0,0.0,2.1548,0.0,0.00385,0.0,0.01682,0.0,16.16406,4.08945,0.0,0.0,2.85376,0.22464,0.0,0.00326,0.01852,0.91572,0.05526,0.0,1.51345,0.0,0.08495,0.49064,0.0,0.00906,0.11434,0.10567,0.0,0.0,0.0,0.00542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078,3.77328,0.00504,0.00163,0.0,0.00213,0.00378,0.0011,0.39856,0.0,0.0,0.03362,0.0,0.0,0.0,0.00085,0.06579,0.18624,0.0,0.02859,0.0,0.13324,0.0,0.0,0.0,0.00492,0.0,0.0,0.0,0.04741,0.0,0.0,0.0,0
10223,1.57799,0.0,0.04999,6.15002,0.60031,0.01132,0.0,0.0,0.03193,0.0,0.0,9.17516,0.0,0.0,0.2803,0.01169,0.00108,0.0,0.0,7.22955,0.0,0.0,0.0,0.0,3.61309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022,0.00703,0.0,0.0,0.0,0.0,0.0,0.01097,0.0,0.01403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66158,0.0,0.03214,0.0,0.0,0.36256,0.0,0.0,0.0,0.00269,0.0,0.0,0.12683,0.0,0.0,0.0,0.08457,0.0,0.01101,0.54902,0.0,0.01304,0.0,1.51351,0.0,0.13072,0.0,0.0,0.00024,2.56193,0.0,0.0,0.0,0.09214,0.0,0.0,0.0,0.0,0.40399,0.0,0.13731,0.0,0.8596,0.0,0.11073,0.07215,0.72974,0.0,0.0,0.04686,0.0,0.0,0.0,0.0,0.49911,0.0,0.0,0.08926,0.0,0.0,0.01399,0.0,0.0,4.44752,0.0,0.0407,0.0,0.00149,0.0,0.24588,0.0,4.87871,0.26106,0.75052,0.0,4.00751,0.0,0.0,0.0,0.00111,0.0,0.0,3.79313,0.00643,0.0,10.39207,0.12135,0.0,0.00414,0.0,4.36616,0.01256,0.0,14.44924,0.11136,0.0,0.0,0.0,0.00047,0.00759,0.0,0.0,0.00711,0.87559,0.0,0.0,0.0,0.00745,0.0,4.44611,0.0,0.0,0.02674,0.0,0.0,0.0,0.0,0.00079,0.0,0.0,0.0,0.0,0.0,0.31888,0.0,0.02353,0.0,0.0,0.0,0.02315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09182,0.02662,0.0,0.0,0.0047,0.0598,0.74082,0.0,0.09552,0.0,0
10250,0.0,0.00176,1.05953,0.0,0.9269,0.0,0.0,6.95779,0.04635,0.0,0.0,11.18929,0.02153,0.0,4.97855,0.0,0.01404,0.00057,0.0,1.43005,0.0,0.0,0.01062,0.00486,0.0,0.0,0.0,0.00116,0.28245,0.0,0.0,0.00542,0.0,1.25871,0.0,0.0,0.05948,0.0,0.0,0.0,0.00631,0.00545,3.94969,0.0,0.00068,0.0,0.0,0.0,0.0,0.0,0.1697,0.0,0.0,0.14986,0.65577,0.02753,0.0,0.00425,0.0,0.56436,0.0,0.0,0.00239,0.0812,0.0,0.0,0.11504,0.17908,0.0,0.12213,0.19676,0.0,0.0,0.06819,0.0,0.0,0.0,1.1616,0.0,0.01955,4.76993,0.0,0.0,0.0,0.0,0.0,0.20672,0.23079,0.0,2.58879,0.00551,0.1892,0.4309,0.62469,0.1871,0.0,0.0,0.24288,0.06931,0.04515,0.04743,0.0,0.00081,4.14016,0.00828,0.0,1.71564,0.0,0.0,0.0,0.0,0.00057,0.0,0.3509,0.03086,0.0,0.0,0.00903,0.00444,0.0,0.0,2.68083,0.0,0.00684,0.0,0.0,0.0432,0.0016,0.0,0.90384,0.0,0.12583,0.0,0.00083,0.0,0.0,4.78398,0.00514,0.0,13.95739,12.87678,0.0,0.23109,0.1824,0.09415,0.03501,0.0,7.49262,0.0,0.0,0.0,0.0,0.0,0.01195,0.0,0.0,0.0,0.0,0.05019,0.0,0.0,0.0098,0.05209,0.0,0.00294,0.0,0.0,0.0,0.0836,0.0,0.04955,0.16131,0.0,0.0,0.00866,0.04105,1.40453,0.0,0.00384,0.00532,0.0,0.04785,0.0,0.0,0.69996,0.35943,0.0,0.0,0.0,0.51716,0.0,0.0,0.03713,0.0391,0.0,0.0,0.0,0.23008,0.0,0.02831,0.0,0
